hostname,keypath,type,valuename,username,path,text
ET715MSY,Classes\CLSID\{a76de978-f3eb-4a4f-9f99-304ad619e2ab}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{a76de978-f3eb-4a4f-9f99-304ad619e2ab}\InProcServer32\,%SystemRoot%\system32\shell32.dll
ET715MSY,CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000001\,REG_BINARY,PackedCatalogItem,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000001\PackedCatalogItem,"%SystemRoot%\system32\mswsock.dll...................................................................................................................................................................................................................................&amp;.....................4..K.L.....+TE........................................""...$...$...............................H.y.p.e.r.-.V. .R.A.W..........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................."
ET715MSY,CurrentControlSet\Services\mfesapsn\,REG_EXPAND_SZ,ImagePath,BUILTIN\Administrators,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\mfesapsn\ImagePath,\??\C:\Program Files\McAfee\WebAdvisor\mfesapsn.sys
ET715MSY,Classes\CLSID\{FB49CFE3-C775-48f1-B0C6-BEBABF84EFF9}\InProcServer32,REG_SZ,,BUILTIN\Administrators,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{FB49CFE3-C775-48f1-B0C6-BEBABF84EFF9}\InProcServer32\,c:\PROGRA~1\COMMON~1\mcafee\HACKER~1\hwapi.dll
ET715MSY,Classes\CLSID\{F857B5CD-68AD-4012-8527-AB3A8E56F620}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{F857B5CD-68AD-4012-8527-AB3A8E56F620}\InProcServer32\,C:\Windows\System32\tsworkspace.dll
ET715MSY,Classes\CLSID\{7071EC01-663B-4bc1-A1FA-B97F3B917C55}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7071EC01-663B-4bc1-A1FA-B97F3B917C55}\InProcServer32\,%SystemRoot%\system32\connect.dll
ET715MSY,Classes\CLSID\{cfb16474-0a2e-48dc-88ce-8c0adb7e5e46}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{cfb16474-0a2e-48dc-88ce-8c0adb7e5e46}\InProcServer32\,%SystemRoot%\system32\wmp.dll
ET715MSY,Classes\CLSID\{C3A43F75-FE02-47d8-B3EE-0B568C0C5043}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C3A43F75-FE02-47d8-B3EE-0B568C0C5043}\InProcServer32\,%SystemRoot%\System32\werconcpl.dll
ET715MSY,CurrentControlSet\Services\WdiServiceHost\Parameters\,REG_EXPAND_SZ,ServiceDll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\WdiServiceHost\Parameters\ServiceDll,%SystemRoot%\system32\wdi.dll
ET715MSY,Wow6432Node\Classes\CLSID\{A8159411-398E-4471-9521-A84B0BF2BE54}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{A8159411-398E-4471-9521-A84B0BF2BE54}\InProcServer32\,C:\Windows\SysWOW64\dsui.dll
ET715MSY,Classes\CLSID\{9ab3b1c9-3225-4bb4-93b6-bfb3c0d93743}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{9ab3b1c9-3225-4bb4-93b6-bfb3c0d93743}\InProcServer32\,%SystemRoot%\system32\shell32.dll
ET715MSY,Classes\CLSID\{77CA5A72-1D99-4E2A-8D16-D2D7D00E9A9B}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{77CA5A72-1D99-4E2A-8D16-D2D7D00E9A9B}\InProcServer32\,C:\Windows\System32\DevicePairing.dll
ET715MSY,Classes\CLSID\{7071ECA9-663B-4bc1-A1FA-B97F3B917C55}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7071ECA9-663B-4bc1-A1FA-B97F3B917C55}\InProcServer32\,%SystemRoot%\system32\connect.dll
ET715MSY,Classes\CLSID\{92b66080-5e2d-449e-90c4-c41f268e5514}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{92b66080-5e2d-449e-90c4-c41f268e5514}\InProcServer32\,%SystemRoot%\System32\mfcore.dll
ET715MSY,Classes\CLSID\{578fef39-5e60-4aaf-855b-b6be18ac223e}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{578fef39-5e60-4aaf-855b-b6be18ac223e}\InProcServer32\,C:\Windows\System32\Family.Authentication.dll
ET715MSY,Classes\CLSID\{AD1841CF-0EC5-4b59-ACC4-8329EED299F9}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{AD1841CF-0EC5-4b59-ACC4-8329EED299F9}\InProcServer32\,%SystemRoot%\system32\ndfhcdiscovery.dll
ET715MSY,Classes\CLSID\{BA126AD8-2166-11D1-B1D0-00805FC1270E}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{BA126AD8-2166-11D1-B1D0-00805FC1270E}\InProcServer32\,%SystemRoot%\System32\hnetcfg.dll
ET715MSY,Classes\CLSID\{F515306E-0156-11d2-81EA-0000F87557DB}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{F515306E-0156-11d2-81EA-0000F87557DB}\InProcServer32\,C:\Windows\System32\Dxtmsft.dll
ET715MSY,Classes\CLSID\{E756C791-2001-4de5-83C7-DE61D88831D0}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E756C791-2001-4de5-83C7-DE61D88831D0}\InProcServer32\,C:\Windows\System32\Windows.Networking.NetworkOperators.HotspotAuthentication.dll
ET715MSY,Classes\CLSID\{F4655419-DAF2-42ab-9178-3B6AC903170C}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{F4655419-DAF2-42ab-9178-3B6AC903170C}\InProcServer32\,%SystemRoot%\System32\WLanHC.dll
ET715MSY,Classes\CLSID\{770e8e77-4916-441c-a9a7-b342d0eebc71}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{770e8e77-4916-441c-a9a7-b342d0eebc71}\InProcServer32\,%SystemRoot%\System32\mfcore.dll
ET715MSY,Classes\CLSID\{376666C8-61CF-4152-8398-7015FFE165EE}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{376666C8-61CF-4152-8398-7015FFE165EE}\InProcServer32\,C:\Windows\System32\SrhInproc.dll
ET715MSY,Classes\CLSID\{5A57485B-151F-4868-945B-FBB95B574075}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{5A57485B-151F-4868-945B-FBB95B574075}\InProcServer32\,C:\Windows\System32\mtf.dll
ET715MSY,Wow6432Node\Classes\CLSID\{2eeb4adf-4578-4d10-bca7-bb955f56320a}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{2eeb4adf-4578-4d10-bca7-bb955f56320a}\InProcServer32\,C:\Windows\SysWOW64\WMADMOD.DLL
ET715MSY,Classes\CLSID\{CC58989A-EB4A-41B6-9654-163C73CF6B11}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{CC58989A-EB4A-41B6-9654-163C73CF6B11}\InProcServer32\,%SystemRoot%\System32\MSAProfileNotificationHandler.dll
ET715MSY,CurrentControlSet\Services\WPDBusEnum\Parameters\,REG_EXPAND_SZ,ServiceDll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\WPDBusEnum\Parameters\ServiceDll,%SystemRoot%\system32\wpdbusenum.dll
ET715MSY,Classes\CLSID\{32314BC0-BE41-42EA-89B5-2CE53085E22D}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{32314BC0-BE41-42EA-89B5-2CE53085E22D}\InProcServer32\,C:\Windows\System32\InputMethod\CHS\ChsPinyinDS.dll
ET715MSY,Classes\CLSID\{ecabafc0-7f19-11d2-978e-0000f8757e2a}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{ecabafc0-7f19-11d2-978e-0000f8757e2a}\InProcServer32\,C:\Windows\System32\comsvcs.dll
ET715MSY,Classes\CLSID\{21EC2020-3AEA-1069-A2DD-08002B30309D}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{21EC2020-3AEA-1069-A2DD-08002B30309D}\InProcServer32\,%SystemRoot%\system32\shell32.dll
ET715MSY,Classes\CLSID\{7b81be6a-ce2b-4676-a29e-eb907a5126c5}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7b81be6a-ce2b-4676-a29e-eb907a5126c5}\InProcServer32\,%SystemRoot%\System32\appwiz.cpl
ET715MSY,Classes\CLSID\{7CD4F369-6379-4EBB-86D4-87DA8E63CA3B}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7CD4F369-6379-4EBB-86D4-87DA8E63CA3B}\InProcServer32\,C:\Windows\System32\Windows.ApplicationModel.Store.dll
ET715MSY,CurrentControlSet\Services\BrokerInfrastructure\Parameters\,REG_EXPAND_SZ,ServiceDll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\BrokerInfrastructure\Parameters\ServiceDll,%SystemRoot%\System32\bisrv.dll
ET715MSY,Classes\CLSID\{0da7bfdf-c0a0-44eb-be82-b7a82c4721de}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{0da7bfdf-c0a0-44eb-be82-b7a82c4721de}\InProcServer32\,%SystemRoot%\system32\appwiz.cpl
ET715MSY,Classes\CLSID\{8A667154-F9CB-11D2-AD8A-0060B0575ABC}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{8A667154-F9CB-11D2-AD8A-0060B0575ABC}\InProcServer32\,%SystemRoot%\System32\dswave.dll
ET715MSY,Classes\CLSID\{46E97093-B2EC-3787-A9A5-470D1A27417C}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{46E97093-B2EC-3787-A9A5-470D1A27417C}\InProcServer32\,C:\Windows\System32\mscoree.dll
ET715MSY,Classes\CLSID\{5da8fe1f-f485-4516-be06-426b0dddf555}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{5da8fe1f-f485-4516-be06-426b0dddf555}\InProcServer32\,%SystemRoot%\System32\explorerframe.dll
ET715MSY,Classes\CLSID\{8FC87FFF-7B63-45D9-8FB7-8C26FECA7DC3}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{8FC87FFF-7B63-45D9-8FB7-8C26FECA7DC3}\InProcServer32\,C:\Windows\System32\ContactHarvesterDS.dll
ET715MSY,Classes\CLSID\{3F052B8E-512B-419D-9E06-9B9ADDC7118C}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{3F052B8E-512B-419D-9E06-9B9ADDC7118C}\InProcServer32\,C:\Windows\System32\MapsCSP.dll
ET715MSY,Classes\CLSID\{469afbdf-084f-4dc9-904f-9e824c48bc37}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{469afbdf-084f-4dc9-904f-9e824c48bc37}\InProcServer32\,%SystemRoot%\system32\shell32.dll
ET715MSY,Classes\CLSID\{B32D3949-ED98-4DBB-B347-17A144969BBA}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{B32D3949-ED98-4DBB-B347-17A144969BBA}\InProcServer32\,%SystemRoot%\System32\SyncCenter.dll
ET715MSY,Classes\CLSID\{D54EEE56-AAAB-11D0-9E1D-00A0C922E6EC}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D54EEE56-AAAB-11D0-9E1D-00A0C922E6EC}\InProcServer32\,C:\Windows\System32\itss.dll
ET715MSY,Microsoft\Windows NT\CurrentVersion\Image File Execution Options\ielowutil.exe\,REG_QWORD,MitigationOptions,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\ielowutil.exe\MitigationOptions,256
ET715MSY,Classes\CLSID\{BC94D813-4D7F-11d2-A8C9-00AA00A71DCA}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{BC94D813-4D7F-11d2-A8C9-00AA00A71DCA}\InProcServer32\,%SystemRoot%\system32\iassdo.dll
ET715MSY,Classes\CLSID\{CD000008-8B95-11D1-82DB-00C04FB1625D}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{CD000008-8B95-11D1-82DB-00C04FB1625D}\InProcServer32\,C:\Windows\System32\cdosys.dll
ET715MSY,Classes\CLSID\{17cd9488-1228-4b2f-88ce-4298e93e0966}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{17cd9488-1228-4b2f-88ce-4298e93e0966}\InProcServer32\,%SystemRoot%\System32\shdocvw.dll
ET715MSY,Classes\CLSID\{3829dfb4-9eed-434e-88c7-dcbe810b1a6e}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{3829dfb4-9eed-434e-88c7-dcbe810b1a6e}\InProcServer32\,%SystemRoot%\system32\shell32.dll
ET715MSY,Classes\CLSID\{57804CEE-0B00-49AC-94FD-F26E474CCE16}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{57804CEE-0B00-49AC-94FD-F26E474CCE16}\InProcServer32\,C:\Windows\System32\WebcamUI.dll
ET715MSY,Classes\CLSID\{11275A82-5E5A-47fd-A01C-3683C12FB196}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{11275A82-5E5A-47fd-A01C-3683C12FB196}\InProcServer32\,%SystemRoot%\System32\mfmp4srcsnk.dll
ET715MSY,Wow6432Node\Classes\CLSID\{E756C791-2001-4de5-83C7-DE61D88831D0}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{E756C791-2001-4de5-83C7-DE61D88831D0}\InProcServer32\,C:\Windows\SysWOW64\Windows.Networking.NetworkOperators.HotspotAuthentication.dll
ET715MSY,Classes\CLSID\{7a54bbed-bb9b-425a-8bd7-1a5410923dcf}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7a54bbed-bb9b-425a-8bd7-1a5410923dcf}\InProcServer32\,%SystemRoot%\system32\SearchFolder.dll
ET715MSY,Classes\CLSID\{D5B0F757-A97F-4311-B864-78D6094217C6}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D5B0F757-A97F-4311-B864-78D6094217C6}\InProcServer32\,%SystemRoot%\system32\SettingSyncCore.dll
ET715MSY,Classes\CLSID\{F7ECB841-7EB6-41EB-BAEA-E2145F7348C6}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{F7ECB841-7EB6-41EB-BAEA-E2145F7348C6}\InProcServer32\,%SystemRoot%\system32\dot3conn.dll
ET715MSY,Classes\CLSID\{DE815B00-9460-4F6E-9471-892ED2275EA5}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{DE815B00-9460-4F6E-9471-892ED2275EA5}\InProcServer32\,%CommonProgramFiles%\Microsoft Shared\Ink\InkObj.dll
ET715MSY,Classes\CLSID\{03837546-098B-11D8-9414-505054503030}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{03837546-098B-11D8-9414-505054503030}\InProcServer32\,%SystemRoot%\System32\pla.dll
ET715MSY,Classes\CLSID\{E9218AE7-9E91-11D1-BF60-0080C7846BC0}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E9218AE7-9E91-11D1-BF60-0080C7846BC0}\InProcServer32\,%SystemRoot%\system32\iassdo.dll
ET715MSY,Wow6432Node\Classes\CLSID\{92c85649-0892-4bc7-9b63-949f64149a26}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{92c85649-0892-4bc7-9b63-949f64149a26}\InProcServer32\,C:\Windows\SysWOW64\setup\pbkmigr.dll
ET715MSY,Classes\CLSID\{69ED626B-904D-4DEF-B919-9EF7E4E339DD}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{69ED626B-904D-4DEF-B919-9EF7E4E339DD}\InProcServer32\,%SystemRoot%\System32\NaturalLanguage6.dll
ET715MSY,Classes\CLSID\{2B6DA137-316E-458B-A0AB-BE48C8EC39B9}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{2B6DA137-316E-458B-A0AB-BE48C8EC39B9}\InProcServer32\,%SystemRoot%\System32\Display.dll
ET715MSY,Classes\CLSID\{D46A0B4F-4EEC-4A83-8DE5-9C86F0DFA34D}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D46A0B4F-4EEC-4A83-8DE5-9C86F0DFA34D}\InProcServer32\,%SystemRoot%\system32\SettingMonitor.dll
ET715MSY,Classes\CLSID\{E410F8AE-00A1-4A1B-8247-924705718354}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E410F8AE-00A1-4A1B-8247-924705718354}\InProcServer32\,%SystemRoot%\system32\shell32.dll
ET715MSY,Wow6432Node\Classes\CLSID\{C0CD7D12-31FC-4BBC-B363-7322EE3E1879}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{C0CD7D12-31FC-4BBC-B363-7322EE3E1879}\InProcServer32\,C:\Windows\SysWOW64\MSAlacDecoder.dll
ET715MSY,Classes\CLSID\{5914e885-9394-4baf-9cd9-71f57e4f6c90}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{5914e885-9394-4baf-9cd9-71f57e4f6c90}\InProcServer32\,C:\Windows\System32\Family.SyncEngine.dll
ET715MSY,Classes\CLSID\{D93CE8B5-3BF8-462C-A03F-DED2730078BA}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D93CE8B5-3BF8-462C-A03F-DED2730078BA}\InProcServer32\,%SystemRoot%\system32\authui.dll
ET715MSY,Classes\CLSID\{9271B890-7BBF-48DB-ACB3-F973DC34156D}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{9271B890-7BBF-48DB-ACB3-F973DC34156D}\InProcServer32\,%SystemRoot%\System32\rasdlg.dll
ET715MSY,Classes\CLSID\{EE480D09-9DD2-49A8-A3C3-B8B4B4F84F19}\InProcServer32,REG_SZ,,BUILTIN\Administrators,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{EE480D09-9DD2-49A8-A3C3-B8B4B4F84F19}\InProcServer32\,c:\PROGRA~1\mcafee\mqs\shredext.dll
ET715MSY,Classes\CLSID\{3E5FC7F9-9A51-4367-9063-A120244FBEC7}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{3E5FC7F9-9A51-4367-9063-A120244FBEC7}\InProcServer32\,%SystemRoot%\System32\cmstplua.dll
ET715MSY,Classes\CLSID\{CAA817CC-0C04-4D22-A05C-2B7E162F4E8F}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{CAA817CC-0C04-4D22-A05C-2B7E162F4E8F}\InProcServer32\,C:\Windows\System32\mscoree.dll
ET715MSY,Wow6432Node\Classes\CLSID\{0E58372A-2CA5-4866-8443-988215E6EE1F}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{0E58372A-2CA5-4866-8443-988215E6EE1F}\InProcServer32\,C:\Windows\SysWOW64\thumbcache.dll
ET715MSY,Classes\CLSID\{4F4DD15E-F431-4536-AEE8-AF20BA847A33}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{4F4DD15E-F431-4536-AEE8-AF20BA847A33}\InProcServer32\,%SystemRoot%\System32\Speech_OneCore\Common\sapi_onecore.dll
ET715MSY,Classes\CLSID\{88A8465A-6789-4D8D-BACB-F3C1CDCE2E8F}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{88A8465A-6789-4D8D-BACB-F3C1CDCE2E8F}\InProcServer32\,%SystemRoot%\system32\shdocvw.dll
ET715MSY,Classes\CLSID\{498A0351-BA2F-46DD-96D9-C19988FEA0C4}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{498A0351-BA2F-46DD-96D9-C19988FEA0C4}\InProcServer32\,%SystemRoot%\System32\AppLockerCsp.dll
ET715MSY,Classes\CLSID\{A6EE35C6-87EC-47DF-9F22-1D5AAD840C82}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{A6EE35C6-87EC-47DF-9F22-1D5AAD840C82}\InProcServer32\,%SystemRoot%\system32\windowscodecs.dll
ET715MSY,Classes\CLSID\{0FF66430-C796-3EE7-902B-166C402CA288}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{0FF66430-C796-3EE7-902B-166C402CA288}\InProcServer32\,C:\Windows\System32\mscoree.dll
ET715MSY,Classes\CLSID\{E2085F28-FEB7-404A-B8E7-E659BDEAAA02}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E2085F28-FEB7-404A-B8E7-E659BDEAAA02}\InProcServer32\,%SystemRoot%\system32\upnp.dll
ET715MSY,Classes\CLSID\{65170AE4-0AD2-4FA5-B3BA-7CD73E2DA825}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{65170AE4-0AD2-4FA5-B3BA-7CD73E2DA825}\InProcServer32\,%SystemRoot%\System32\MSWB7.dll
ET715MSY,Classes\CLSID\{91591469-EFEF-3D63-90F9-88520F0AA1EF}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{91591469-EFEF-3D63-90F9-88520F0AA1EF}\InProcServer32\,C:\Windows\System32\mscoree.dll
ET715MSY,Classes\CLSID\{EA2C6B24-C590-457B-BAC8-4A0F9B13B5B8}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{EA2C6B24-C590-457B-BAC8-4A0F9B13B5B8}\InProcServer32\,%SystemRoot%\System32\UserAccountControlSettings.dll
ET715MSY,Classes\CLSID\{DFD888A7-A6B0-3B1B-985E-4CDAB0E4C17D}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{DFD888A7-A6B0-3B1B-985E-4CDAB0E4C17D}\InProcServer32\,C:\Windows\System32\mscoree.dll
ET715MSY,Classes\CLSID\{12D51199-0DB5-46FE-A120-47A3D7D937CC}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{12D51199-0DB5-46FE-A120-47A3D7D937CC}\InProcServer32\,C:\Windows\System32\msvidctl.dll
ET715MSY,Classes\CLSID\{0c9ac398-8c78-4b4b-b8c6-675ed1b734a1}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{0c9ac398-8c78-4b4b-b8c6-675ed1b734a1}\InProcServer32\,%SystemRoot%\system32\netcorehc.dll
ET715MSY,Classes\CLSID\{7A0F6AB7-ED84-46B6-B47E-02AA159A152B}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7A0F6AB7-ED84-46B6-B47E-02AA159A152B}\InProcServer32\,%SystemRoot%\System32\SyncCenter.dll
